batsman,match_id,batting_team,bowling_team,runs_scored,year
PP Shaw,1359477,Delhi Capitals,Lucknow Super Giants,12,2023
R Powell,1359477,Delhi Capitals,Lucknow Super Giants,1,2023
RR Rossouw,1359477,Delhi Capitals,Lucknow Super Giants,30,2023
SN Khan,1359477,Delhi Capitals,Lucknow Super Giants,4,2023
AU Rashid,1359478,Sunrisers Hyderabad,Rajasthan Royals,18,2023
Abdul Samad,1359478,Sunrisers Hyderabad,Rajasthan Royals,32,2023
B Kumar,1359478,Sunrisers Hyderabad,Rajasthan Royals,6,2023
D Padikkal,1359478,Rajasthan Royals,Sunrisers Hyderabad,2,2023
GD Phillips,1359478,Sunrisers Hyderabad,Rajasthan Royals,8,2023
HC Brook,1359478,Sunrisers Hyderabad,Rajasthan Royals,13,2023
JC Buttler,1359478,Rajasthan Royals,Sunrisers Hyderabad,54,2023
MA Agarwal,1359478,Sunrisers Hyderabad,Rajasthan Royals,27,2023
R Ashwin,1359478,Rajasthan Royals,Sunrisers Hyderabad,1,2023
R Parag,1359478,Rajasthan Royals,Sunrisers Hyderabad,7,2023
SO Hetmyer,1359478,Rajasthan Royals,Sunrisers Hyderabad,22,2023
SV Samson,1359478,Rajasthan Royals,Sunrisers Hyderabad,55,2023
Umran Malik,1359478,Sunrisers Hyderabad,Rajasthan Royals,19,2023
Washington Sundar,1359478,Sunrisers Hyderabad,Rajasthan Royals,1,2023
YBK Jaiswal,1359478,Rajasthan Royals,Sunrisers Hyderabad,54,2023
Arshad Khan (2),1359479,Mumbai Indians,Royal Challengers Bangalore,15,2023
C Green,1359479,Mumbai Indians,Royal Challengers Bangalore,5,2023
F du Plessis,1359479,Royal Challengers Bangalore,Mumbai Indians,73,2023
GJ Maxwell,1359479,Royal Challengers Bangalore,Mumbai Indians,12,2023
HR Shokeen,1359479,Mumbai Indians,Royal Challengers Bangalore,5,2023
Ishan Kishan,1359479,Mumbai Indians,Royal Challengers Bangalore,10,2023
N Wadhera,1359479,Mumbai Indians,Royal Challengers Bangalore,21,2023
RG Sharma,1359479,Mumbai Indians,Royal Challengers Bangalore,1,2023
SA Yadav,1359479,Mumbai Indians,Royal Challengers Bangalore,15,2023
TH David,1359479,Mumbai Indians,Royal Challengers Bangalore,4,2023
Tilak Varma,1359479,Mumbai Indians,Royal Challengers Bangalore,84,2023
V Kohli,1359479,Royal Challengers Bangalore,Mumbai Indians,82,2023
A Badoni,1359480,Lucknow Super Giants,Chennai Super Kings,23,2023
AT Rayudu,1359480,Chennai Super Kings,Lucknow Super Giants,27,2023
BA Stokes,1359480,Chennai Super Kings,Lucknow Super Giants,8,2023
DJ Hooda,1359480,Lucknow Super Giants,Chennai Super Kings,2,2023
DP Conway,1359480,Chennai Super Kings,Lucknow Super Giants,47,2023
K Gowtham,1359480,Lucknow Super Giants,Chennai Super Kings,17,2023
KH Pandya,1359480,Lucknow Super Giants,Chennai Super Kings,9,2023
KL Rahul,1359480,Lucknow Super Giants,Chennai Super Kings,20,2023
KR Mayers,1359480,Lucknow Super Giants,Chennai Super Kings,53,2023
MA Wood,1359480,Lucknow Super Giants,Chennai Super Kings,10,2023
MJ Santner,1359480,Chennai Super Kings,Lucknow Super Giants,1,2023
MM Ali,1359480,Chennai Super Kings,Lucknow Super Giants,19,2023
MP Stoinis,1359480,Lucknow Super Giants,Chennai Super Kings,21,2023
MS Dhoni,1359480,Chennai Super Kings,Lucknow Super Giants,12,2023
N Pooran,1359480,Lucknow Super Giants,Chennai Super Kings,32,2023
RA Jadeja,1359480,Chennai Super Kings,Lucknow Super Giants,3,2023
RD Gaikwad,1359480,Chennai Super Kings,Lucknow Super Giants,57,2023
S Dube,1359480,Chennai Super Kings,Lucknow Super Giants,27,2023
A Nortje,1359481,Delhi Capitals,Gujarat Titans,4,2023
AR Patel,1359481,Delhi Capitals,Gujarat Titans,36,2023
Abishek Porel,1359481,Delhi Capitals,Gujarat Titans,20,2023
Aman Hakim Khan,1359481,Delhi Capitals,Gujarat Titans,8,2023
B Sai Sudharsan,1359481,Gujarat Titans,Delhi Capitals,62,2023
DA Miller,1359481,Gujarat Titans,Delhi Capitals,31,2023
DA Warner,1359481,Delhi Capitals,Gujarat Titans,37,2023
HH Pandya,1359481,Gujarat Titans,Delhi Capitals,5,2023
Kuldeep Yadav,1359481,Delhi Capitals,Gujarat Titans,1,2023
MR Marsh,1359481,Delhi Capitals,Gujarat Titans,4,2023
PP Shaw,1359481,Delhi Capitals,Gujarat Titans,7,2023
SN Khan,1359481,Delhi Capitals,Gujarat Titans,30,2023
Shubman Gill,1359481,Gujarat Titans,Delhi Capitals,14,2023
V Shankar,1359481,Gujarat Titans,Delhi Capitals,29,2023
WP Saha,1359481,Gujarat Titans,Delhi Capitals,14,2023
D Padikkal,1359482,Rajasthan Royals,Punjab Kings,21,2023
Dhruv Jurel,1359482,Rajasthan Royals,Punjab Kings,32,2023
JC Buttler,1359482,Rajasthan Royals,Punjab Kings,19,2023
JM Sharma,1359482,Punjab Kings,Rajasthan Royals,27,2023
JO Holder,1359482,Rajasthan Royals,Punjab Kings,1,2023
M Shahrukh Khan,1359482,Punjab Kings,Rajasthan Royals,11,2023
P Simran Singh,1359482,Punjab Kings,Rajasthan Royals,60,2023
PBB Rajapaksa,1359482,Punjab Kings,Rajasthan Royals,1,2023
R Parag,1359482,Rajasthan Royals,Punjab Kings,20,2023
S Dhawan,1359482,Punjab Kings,Rajasthan Royals,86,2023
SM Curran,1359482,Punjab Kings,Rajasthan Royals,1,2023
SO Hetmyer,1359482,Rajasthan Royals,Punjab Kings,36,2023
SV Samson,1359482,Rajasthan Royals,Punjab Kings,42,2023
Sikandar Raza,1359482,Punjab Kings,Rajasthan Royals,1,2023
YBK Jaiswal,1359482,Rajasthan Royals,Punjab Kings,11,2023
Akash Deep,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,17,2023
Anuj Rawat,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,1,2023
DJ Willey,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,20,2023
F du Plessis,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,23,2023
GJ Maxwell,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,5,2023
KD Karthik,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,9,2023
KV Sharma,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,1,2023
MG Bracewell,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,19,2023
N Rana,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,1,2023
RK Singh,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,46,2023
Rahmanullah Gurbaz,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,57,2023
SN Thakur,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,68,2023
Shahbaz Ahmed,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,1,2023
UT Yadav,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,6,2023
V Kohli,1359483,Royal Challengers Bangalore,Kolkata Knight Riders,21,2023
VR Iyer,1359483,Kolkata Knight Riders,Royal Challengers Bangalore,3,2023
AU Rashid,1359484,Sunrisers Hyderabad,Lucknow Super Giants,4,2023
Abdul Samad,1359484,Sunrisers Hyderabad,Lucknow Super Giants,21,2023
Anmolpreet Singh,1359484,Sunrisers Hyderabad,Lucknow Super Giants,31,2023
DJ Hooda,1359484,Lucknow Super Giants,Sunrisers Hyderabad,7,2023
HC Brook,1359484,Sunrisers Hyderabad,Lucknow Super Giants,3,2023
KH Pandya,1359484,Lucknow Super Giants,Sunrisers Hyderabad,34,2023
KL Rahul,1359484,Lucknow Super Giants,Sunrisers Hyderabad,35,2023
KR Mayers,1359484,Lucknow Super Giants,Sunrisers Hyderabad,13,2023
MA Agarwal,1359484,Sunrisers Hyderabad,Lucknow Super Giants,8,2023
MP Stoinis,1359484,Lucknow Super Giants,Sunrisers Hyderabad,10,2023
N Pooran,1359484,Lucknow Super Giants,Sunrisers Hyderabad,11,2023
RA Tripathi,1359484,Sunrisers Hyderabad,Lucknow Super Giants,34,2023
Washington Sundar,1359484,Sunrisers Hyderabad,Lucknow Super Giants,16,2023
AR Patel,1359485,Delhi Capitals,Rajasthan Royals,2,2023
Abishek Porel,1359485,Delhi Capitals,Rajasthan Royals,7,2023
DA Warner,1359485,Delhi Capitals,Rajasthan Royals,65,2023
Dhruv Jurel,1359485,Rajasthan Royals,Delhi Capitals,8,2023
JC Buttler,1359485,Rajasthan Royals,Delhi Capitals,79,2023
Kuldeep Yadav,1359485,Delhi Capitals,Rajasthan Royals,3,2023
Lalit Yadav,1359485,Delhi Capitals,Rajasthan Royals,38,2023
Mukesh Kumar,1359485,Delhi Capitals,Rajasthan Royals,1,2023
R Parag,1359485,Rajasthan Royals,Delhi Capitals,7,2023
R Powell,1359485,Delhi Capitals,Rajasthan Royals,2,2023
RR Rossouw,1359485,Delhi Capitals,Rajasthan Royals,14,2023
SO Hetmyer,1359485,Rajasthan Royals,Delhi Capitals,39,2023
YBK Jaiswal,1359485,Rajasthan Royals,Delhi Capitals,60,2023
AM Rahane,1359486,Chennai Super Kings,Mumbai Indians,61,2023
AT Rayudu,1359486,Chennai Super Kings,Mumbai Indians,20,2023
Arshad Khan (2),1359486,Mumbai Indians,Chennai Super Kings,2,2023
C Green,1359486,Mumbai Indians,Chennai Super Kings,12,2023
HR Shokeen,1359486,Mumbai Indians,Chennai Super Kings,18,2023
Ishan Kishan,1359486,Mumbai Indians,Chennai Super Kings,32,2023
PP Chawla,1359486,Mumbai Indians,Chennai Super Kings,5,2023
RD Gaikwad,1359486,Chennai Super Kings,Mumbai Indians,40,2023
RG Sharma,1359486,Mumbai Indians,Chennai Super Kings,21,2023
S Dube,1359486,Chennai Super Kings,Mumbai Indians,28,2023
SA Yadav,1359486,Mumbai Indians,Chennai Super Kings,1,2023
T Stubbs,1359486,Mumbai Indians,Chennai Super Kings,5,2023
TH David,1359486,Mumbai Indians,Chennai Super Kings,31,2023
Tilak Varma,1359486,Mumbai Indians,Chennai Super Kings,22,2023
A Manohar,1359487,Gujarat Titans,Kolkata Knight Riders,14,2023
AD Russell,1359487,Kolkata Knight Riders,Gujarat Titans,1,2023
B Sai Sudharsan,1359487,Gujarat Titans,Kolkata Knight Riders,53,2023
DA Miller,1359487,Gujarat Titans,Kolkata Knight Riders,2,2023
N Jagadeesan,1359487,Kolkata Knight Riders,Gujarat Titans,6,2023
N Rana,1359487,Kolkata Knight Riders,Gujarat Titans,45,2023
RK Singh,1359487,Kolkata Knight Riders,Gujarat Titans,48,2023
Rahmanullah Gurbaz,1359487,Kolkata Knight Riders,Gujarat Titans,15,2023
Shubman Gill,1359487,Gujarat Titans,Kolkata Knight Riders,39,2023
UT Yadav,1359487,Kolkata Knight Riders,Gujarat Titans,5,2023
V Shankar,1359487,Gujarat Titans,Kolkata Knight Riders,63,2023
VR Iyer,1359487,Kolkata Knight Riders,Gujarat Titans,83,2023
WP Saha,1359487,Gujarat Titans,Kolkata Knight Riders,17,2023
AK Markram,1359488,Sunrisers Hyderabad,Punjab Kings,37,2023
HC Brook,1359488,Sunrisers Hyderabad,Punjab Kings,13,2023
Harpreet Brar,1359488,Punjab Kings,Sunrisers Hyderabad,1,2023
JM Sharma,1359488,Punjab Kings,Sunrisers Hyderabad,4,2023
M Shahrukh Khan,1359488,Punjab Kings,Sunrisers Hyderabad,4,2023
MA Agarwal,1359488,Sunrisers Hyderabad,Punjab Kings,21,2023
MW Short,1359488,Punjab Kings,Sunrisers Hyderabad,1,2023
Mohit Rathee,1359488,Punjab Kings,Sunrisers Hyderabad,1,2023
RA Tripathi,1359488,Sunrisers Hyderabad,Punjab Kings,74,2023
S Dhawan,1359488,Punjab Kings,Sunrisers Hyderabad,99,2023
SM Curran,1359488,Punjab Kings,Sunrisers Hyderabad,22,2023
Sikandar Raza,1359488,Punjab Kings,Sunrisers Hyderabad,5,2023
A Badoni,1359489,Lucknow Super Giants,Royal Challengers Bangalore,30,2023
DJ Hooda,1359489,Lucknow Super Giants,Royal Challengers Bangalore,9,2023
F du Plessis,1359489,Royal Challengers Bangalore,Lucknow Super Giants,79,2023
GJ Maxwell,1359489,Royal Challengers Bangalore,Lucknow Super Giants,59,2023
JD Unadkat,1359489,Lucknow Super Giants,Royal Challengers Bangalore,9,2023
KD Karthik,1359489,Royal Challengers Bangalore,Lucknow Super Giants,1,2023
KL Rahul,1359489,Lucknow Super Giants,Royal Challengers Bangalore,18,2023
MA Wood,1359489,Lucknow Super Giants,Royal Challengers Bangalore,1,2023
MP Stoinis,1359489,Lucknow Super Giants,Royal Challengers Bangalore,65,2023
N Pooran,1359489,Lucknow Super Giants,Royal Challengers Bangalore,62,2023
Ravi Bishnoi,1359489,Lucknow Super Giants,Royal Challengers Bangalore,3,2023
V Kohli,1359489,Royal Challengers Bangalore,Lucknow Super Giants,61,2023
A Nortje,1359490,Delhi Capitals,Mumbai Indians,5,2023
AR Patel,1359490,Delhi Capitals,Mumbai Indians,54,2023
Abishek Porel,1359490,Delhi Capitals,Mumbai Indians,1,2023
C Green,1359490,Mumbai Indians,Delhi Capitals,17,2023
DA Warner,1359490,Delhi Capitals,Mumbai Indians,51,2023
Ishan Kishan,1359490,Mumbai Indians,Delhi Capitals,31,2023
Lalit Yadav,1359490,Delhi Capitals,Mumbai Indians,2,2023
MK Pandey,1359490,Delhi Capitals,Mumbai Indians,26,2023
Mustafizur Rahman,1359490,Delhi Capitals,Mumbai Indians,1,2023
PP Shaw,1359490,Delhi Capitals,Mumbai Indians,15,2023
R Powell,1359490,Delhi Capitals,Mumbai Indians,4,2023
RG Sharma,1359490,Mumbai Indians,Delhi Capitals,65,2023
TH David,1359490,Mumbai Indians,Delhi Capitals,13,2023
Tilak Varma,1359490,Mumbai Indians,Delhi Capitals,41,2023
YV Dhull,1359490,Delhi Capitals,Mumbai Indians,2,2023
A Zampa,1359491,Rajasthan Royals,Chennai Super Kings,1,2023
AM Rahane,1359491,Chennai Super Kings,Rajasthan Royals,31,2023
AT Rayudu,1359491,Chennai Super Kings,Rajasthan Royals,1,2023
D Padikkal,1359491,Rajasthan Royals,Chennai Super Kings,38,2023
DP Conway,1359491,Chennai Super Kings,Rajasthan Royals,50,2023
Dhruv Jurel,1359491,Rajasthan Royals,Chennai Super Kings,4,2023
JC Buttler,1359491,Rajasthan Royals,Chennai Super Kings,52,2023
MM Ali,1359491,Chennai Super Kings,Rajasthan Royals,7,2023
MS Dhoni,1359491,Chennai Super Kings,Rajasthan Royals,32,2023
R Ashwin,1359491,Rajasthan Royals,Chennai Super Kings,30,2023
RA Jadeja,1359491,Chennai Super Kings,Rajasthan Royals,25,2023
RD Gaikwad,1359491,Chennai Super Kings,Rajasthan Royals,8,2023
S Dube,1359491,Chennai Super Kings,Rajasthan Royals,8,2023
SO Hetmyer,1359491,Rajasthan Royals,Chennai Super Kings,30,2023
YBK Jaiswal,1359491,Rajasthan Royals,Chennai Super Kings,10,2023
B Sai Sudharsan,1359492,Gujarat Titans,Punjab Kings,19,2023
DA Miller,1359492,Gujarat Titans,Punjab Kings,17,2023
HH Pandya,1359492,Gujarat Titans,Punjab Kings,8,2023
Harpreet Brar,1359492,Punjab Kings,Gujarat Titans,8,2023
JM Sharma,1359492,Punjab Kings,Gujarat Titans,25,2023
M Shahrukh Khan,1359492,Punjab Kings,Gujarat Titans,22,2023
MW Short,1359492,Punjab Kings,Gujarat Titans,36,2023
PBB Rajapaksa,1359492,Punjab Kings,Gujarat Titans,20,2023
R Dhawan,1359492,Punjab Kings,Gujarat Titans,1,2023
R Tewatia,1359492,Gujarat Titans,Punjab Kings,5,2023
S Dhawan,1359492,Punjab Kings,Gujarat Titans,8,2023
SM Curran,1359492,Punjab Kings,Gujarat Titans,22,2023
Shubman Gill,1359492,Gujarat Titans,Punjab Kings,67,2023
WP Saha,1359492,Gujarat Titans,Punjab Kings,30,2023
AD Russell,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,3,2023
AK Markram,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,50,2023
Abhishek Sharma,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,32,2023
H Klaasen,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,16,2023
HC Brook,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,100,2023
MA Agarwal,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,9,2023
N Jagadeesan,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,36,2023
N Rana,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,75,2023
RA Tripathi,1359493,Sunrisers Hyderabad,Kolkata Knight Riders,9,2023
RK Singh,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,58,2023
SN Thakur,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,12,2023
UT Yadav,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,1,2023
VR Iyer,1359493,Kolkata Knight Riders,Sunrisers Hyderabad,10,2023
A Nortje,1359494,Delhi Capitals,Royal Challengers Bangalore,23,2023
AR Patel,1359494,Delhi Capitals,Royal Challengers Bangalore,21,2023
Abishek Porel,1359494,Delhi Capitals,Royal Challengers Bangalore,5,2023
Aman Hakim Khan,1359494,Delhi Capitals,Royal Challengers Bangalore,18,2023
Anuj Rawat,1359494,Royal Challengers Bangalore,Delhi Capitals,15,2023
DA Warner,1359494,Delhi Capitals,Royal Challengers Bangalore,19,2023
F du Plessis,1359494,Royal Challengers Bangalore,Delhi Capitals,22,2023
GJ Maxwell,1359494,Royal Challengers Bangalore,Delhi Capitals,24,2023
HV Patel,1359494,Royal Challengers Bangalore,Delhi Capitals,6,2023
Kuldeep Yadav,1359494,Delhi Capitals,Royal Challengers Bangalore,7,2023
Lalit Yadav,1359494,Delhi Capitals,Royal Challengers Bangalore,4,2023
MK Lomror,1359494,Royal Challengers Bangalore,Delhi Capitals,26,2023
MK Pandey,1359494,Delhi Capitals,Royal Challengers Bangalore,50,2023
Shahbaz Ahmed,1359494,Royal Challengers Bangalore,Delhi Capitals,20,2023
V Kohli,1359494,Royal Challengers Bangalore,Delhi Capitals,50,2023
YV Dhull,1359494,Delhi Capitals,Royal Challengers Bangalore,1,2023
A Badoni,1359495,Lucknow Super Giants,Punjab Kings,5,2023
DJ Hooda,1359495,Lucknow Super Giants,Punjab Kings,2,2023
Harpreet Brar,1359495,Punjab Kings,Lucknow Super Giants,6,2023
Harpreet Singh,1359495,Punjab Kings,Lucknow Super Giants,22,2023
JM Sharma,1359495,Punjab Kings,Lucknow Super Giants,2,2023
K Gowtham,1359495,Lucknow Super Giants,Punjab Kings,1,2023
KH Pandya,1359495,Lucknow Super Giants,Punjab Kings,18,2023
KL Rahul,1359495,Lucknow Super Giants,Punjab Kings,74,2023
KR Mayers,1359495,Lucknow Super Giants,Punjab Kings,29,2023
M Shahrukh Khan,1359495,Punjab Kings,Lucknow Super Giants,23,2023
MP Stoinis,1359495,Lucknow Super Giants,Punjab Kings,15,2023
MW Short,1359495,Punjab Kings,Lucknow Super Giants,34,2023
P Simran Singh,1359495,Punjab Kings,Lucknow Super Giants,4,2023
Ravi Bishnoi,1359495,Lucknow Super Giants,Punjab Kings,3,2023
SM Curran,1359495,Punjab Kings,Lucknow Super Giants,6,2023
Sikandar Raza,1359495,Punjab Kings,Lucknow Super Giants,57,2023
AD Russell,1359496,Kolkata Knight Riders,Mumbai Indians,21,2023
C Green,1359496,Mumbai Indians,Kolkata Knight Riders,1,2023
Ishan Kishan,1359496,Mumbai Indians,Kolkata Knight Riders,58,2023
N Rana,1359496,Kolkata Knight Riders,Mumbai Indians,5,2023
N Wadhera,1359496,Mumbai Indians,Kolkata Knight Riders,6,2023
RG Sharma,1359496,Mumbai Indians,Kolkata Knight Riders,20,2023
RK Singh,1359496,Kolkata Knight Riders,Mumbai Indians,18,2023
Rahmanullah Gurbaz,1359496,Kolkata Knight Riders,Mumbai Indians,8,2023
SA Yadav,1359496,Mumbai Indians,Kolkata Knight Riders,43,2023
SN Thakur,1359496,Kolkata Knight Riders,Mumbai Indians,13,2023
SP Narine,1359496,Kolkata Knight Riders,Mumbai Indians,2,2023
TH David,1359496,Mumbai Indians,Kolkata Knight Riders,24,2023
Tilak Varma,1359496,Mumbai Indians,Kolkata Knight Riders,30,2023
VR Iyer,1359496,Kolkata Knight Riders,Mumbai Indians,104,2023
A Manohar,1359497,Gujarat Titans,Rajasthan Royals,27,2023
B Sai Sudharsan,1359497,Gujarat Titans,Rajasthan Royals,20,2023
D Padikkal,1359497,Rajasthan Royals,Gujarat Titans,26,2023
DA Miller,1359497,Gujarat Titans,Rajasthan Royals,46,2023
Dhruv Jurel,1359497,Rajasthan Royals,Gujarat Titans,18,2023
HH Pandya,1359497,Gujarat Titans,Rajasthan Royals,28,2023
R Ashwin,1359497,Rajasthan Royals,Gujarat Titans,10,2023
R Parag,1359497,Rajasthan Royals,Gujarat Titans,5,2023
R Tewatia,1359497,Gujarat Titans,Rajasthan Royals,1,2023
Rashid Khan,1359497,Gujarat Titans,Rajasthan Royals,1,2023
SO Hetmyer,1359497,Rajasthan Royals,Gujarat Titans,56,2023
SV Samson,1359497,Rajasthan Royals,Gujarat Titans,60,2023
Shubman Gill,1359497,Gujarat Titans,Rajasthan Royals,45,2023
WP Saha,1359497,Gujarat Titans,Rajasthan Royals,4,2023
YBK Jaiswal,1359497,Rajasthan Royals,Gujarat Titans,1,2023
AM Rahane,1359498,Chennai Super Kings,Royal Challengers Bangalore,37,2023
AT Rayudu,1359498,Chennai Super Kings,Royal Challengers Bangalore,14,2023
DP Conway,1359498,Chennai Super Kings,Royal Challengers Bangalore,83,2023
F du Plessis,1359498,Royal Challengers Bangalore,Chennai Super Kings,62,2023
GJ Maxwell,1359498,Royal Challengers Bangalore,Chennai Super Kings,76,2023
KD Karthik,1359498,Royal Challengers Bangalore,Chennai Super Kings,28,2023
MM Ali,1359498,Chennai Super Kings,Royal Challengers Bangalore,19,2023
MS Dhoni,1359498,Chennai Super Kings,Royal Challengers Bangalore,1,2023
PWH de Silva,1359498,Royal Challengers Bangalore,Chennai Super Kings,2,2023
RA Jadeja,1359498,Chennai Super Kings,Royal Challengers Bangalore,10,2023
RD Gaikwad,1359498,Chennai Super Kings,Royal Challengers Bangalore,3,2023
S Dube,1359498,Chennai Super Kings,Royal Challengers Bangalore,52,2023
SS Prabhudessai,1359498,Royal Challengers Bangalore,Chennai Super Kings,19,2023
Shahbaz Ahmed,1359498,Royal Challengers Bangalore,Chennai Super Kings,12,2023
V Kohli,1359498,Royal Challengers Bangalore,Chennai Super Kings,6,2023
WD Parnell,1359498,Royal Challengers Bangalore,Chennai Super Kings,2,2023
AK Markram,1359499,Sunrisers Hyderabad,Mumbai Indians,22,2023
Abdul Samad,1359499,Sunrisers Hyderabad,Mumbai Indians,9,2023
Abhishek Sharma,1359499,Sunrisers Hyderabad,Mumbai Indians,1,2023
B Kumar,1359499,Sunrisers Hyderabad,Mumbai Indians,2,2023
C Green,1359499,Mumbai Indians,Sunrisers Hyderabad,64,2023
H Klaasen,1359499,Sunrisers Hyderabad,Mumbai Indians,36,2023
HC Brook,1359499,Sunrisers Hyderabad,Mumbai Indians,9,2023
Ishan Kishan,1359499,Mumbai Indians,Sunrisers Hyderabad,38,2023
M Jansen,1359499,Sunrisers Hyderabad,Mumbai Indians,13,2023
M Markande,1359499,Sunrisers Hyderabad,Mumbai Indians,2,2023
MA Agarwal,1359499,Sunrisers Hyderabad,Mumbai Indians,48,2023
RA Tripathi,1359499,Sunrisers Hyderabad,Mumbai Indians,7,2023
RG Sharma,1359499,Mumbai Indians,Sunrisers Hyderabad,28,2023
SA Yadav,1359499,Mumbai Indians,Sunrisers Hyderabad,7,2023
TH David,1359499,Mumbai Indians,Sunrisers Hyderabad,16,2023
Tilak Varma,1359499,Mumbai Indians,Sunrisers Hyderabad,37,2023
Washington Sundar,1359499,Sunrisers Hyderabad,Mumbai Indians,10,2023
A Badoni,1359500,Lucknow Super Giants,Rajasthan Royals,1,2023
D Padikkal,1359500,Rajasthan Royals,Lucknow Super Giants,26,2023
DJ Hooda,1359500,Lucknow Super Giants,Rajasthan Royals,2,2023
JC Buttler,1359500,Rajasthan Royals,Lucknow Super Giants,40,2023
KH Pandya,1359500,Lucknow Super Giants,Rajasthan Royals,4,2023
KL Rahul,1359500,Lucknow Super Giants,Rajasthan Royals,39,2023
KR Mayers,1359500,Lucknow Super Giants,Rajasthan Royals,51,2023
MP Stoinis,1359500,Lucknow Super Giants,Rajasthan Royals,21,2023
