batsman,match_id,batting_team,bowling_team,runs_scored,year
MP Stoinis,1136568,Kings XI Punjab,Royal Challengers Bangalore,11,2018
Mandeep Singh,1136568,Royal Challengers Bangalore,Kings XI Punjab,22,2018
Q de Kock,1136568,Royal Challengers Bangalore,Kings XI Punjab,45,2018
R Ashwin,1136568,Kings XI Punjab,Royal Challengers Bangalore,33,2018
V Kohli,1136568,Royal Challengers Bangalore,Kings XI Punjab,21,2018
Washington Sundar,1136568,Royal Challengers Bangalore,Kings XI Punjab,9,2018
Yuvraj Singh,1136568,Kings XI Punjab,Royal Challengers Bangalore,4,2018
A Dananjaya,1136569,Mumbai Indians,Delhi Daredevils,4,2018
E Lewis,1136569,Mumbai Indians,Delhi Daredevils,48,2018
G Gambhir,1136569,Delhi Daredevils,Mumbai Indians,15,2018
GJ Maxwell,1136569,Delhi Daredevils,Mumbai Indians,13,2018
HH Pandya,1136569,Mumbai Indians,Delhi Daredevils,2,2018
Ishan Kishan,1136569,Mumbai Indians,Delhi Daredevils,44,2018
JJ Roy,1136569,Delhi Daredevils,Mumbai Indians,91,2018
KH Pandya,1136569,Mumbai Indians,Delhi Daredevils,11,2018
M Markande,1136569,Mumbai Indians,Delhi Daredevils,4,2018
RG Sharma,1136569,Mumbai Indians,Delhi Daredevils,18,2018
RR Pant,1136569,Delhi Daredevils,Mumbai Indians,47,2018
SA Yadav,1136569,Mumbai Indians,Delhi Daredevils,53,2018
SS Iyer,1136569,Delhi Daredevils,Mumbai Indians,27,2018
AD Russell,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,9,2018
CA Lynn,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,49,2018
DJ Hooda,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,5,2018
KD Karthik,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,29,2018
KS Williamson,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,50,2018
MG Johnson,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,4,2018
MK Pandey,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,4,2018
N Rana,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,18,2018
RV Uthappa,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,3,2018
S Dhawan,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,7,2018
SP Narine,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,9,2018
Shakib Al Hasan,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,27,2018
Shivam Mavi,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,7,2018
Shubman Gill,1136570,Kolkata Knight Riders,Sunrisers Hyderabad,3,2018
WP Saha,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,24,2018
YK Pathan,1136570,Sunrisers Hyderabad,Kolkata Knight Riders,17,2018
AB de Villiers,1136571,Royal Challengers Bangalore,Rajasthan Royals,20,2018
AM Rahane,1136571,Rajasthan Royals,Royal Challengers Bangalore,36,2018
BA Stokes,1136571,Rajasthan Royals,Royal Challengers Bangalore,27,2018
BB McCullum,1136571,Royal Challengers Bangalore,Rajasthan Royals,4,2018
DJM Short,1136571,Rajasthan Royals,Royal Challengers Bangalore,11,2018
JC Buttler,1136571,Rajasthan Royals,Royal Challengers Bangalore,23,2018
Mandeep Singh,1136571,Royal Challengers Bangalore,Rajasthan Royals,47,2018
P Negi,1136571,Royal Challengers Bangalore,Rajasthan Royals,3,2018
Q de Kock,1136571,Royal Challengers Bangalore,Rajasthan Royals,26,2018
RA Tripathi,1136571,Rajasthan Royals,Royal Challengers Bangalore,14,2018
SV Samson,1136571,Rajasthan Royals,Royal Challengers Bangalore,92,2018
V Kohli,1136571,Royal Challengers Bangalore,Rajasthan Royals,57,2018
Washington Sundar,1136571,Royal Challengers Bangalore,Rajasthan Royals,35,2018
AJ Tye,1136572,Kings XI Punjab,Chennai Super Kings,3,2018
AT Rayudu,1136572,Chennai Super Kings,Kings XI Punjab,49,2018
CH Gayle,1136572,Kings XI Punjab,Chennai Super Kings,63,2018
DJ Bravo,1136572,Chennai Super Kings,Kings XI Punjab,1,2018
KK Nair,1136572,Kings XI Punjab,Chennai Super Kings,29,2018
KL Rahul,1136572,Kings XI Punjab,Chennai Super Kings,37,2018
M Vijay,1136572,Chennai Super Kings,Kings XI Punjab,12,2018
MA Agarwal,1136572,Kings XI Punjab,Chennai Super Kings,30,2018
MS Dhoni,1136572,Chennai Super Kings,Kings XI Punjab,79,2018
R Ashwin,1136572,Kings XI Punjab,Chennai Super Kings,14,2018
RA Jadeja,1136572,Chennai Super Kings,Kings XI Punjab,19,2018
SR Watson,1136572,Chennai Super Kings,Kings XI Punjab,11,2018
SW Billings,1136572,Chennai Super Kings,Kings XI Punjab,9,2018
Yuvraj Singh,1136572,Kings XI Punjab,Chennai Super Kings,20,2018
AD Russell,1136573,Kolkata Knight Riders,Delhi Daredevils,41,2018
CA Lynn,1136573,Kolkata Knight Riders,Delhi Daredevils,31,2018
CH Morris,1136573,Delhi Daredevils,Kolkata Knight Riders,2,2018
G Gambhir,1136573,Delhi Daredevils,Kolkata Knight Riders,8,2018
GJ Maxwell,1136573,Delhi Daredevils,Kolkata Knight Riders,47,2018
JJ Roy,1136573,Delhi Daredevils,Kolkata Knight Riders,1,2018
KD Karthik,1136573,Kolkata Knight Riders,Delhi Daredevils,19,2018
Mohammed Shami,1136573,Delhi Daredevils,Kolkata Knight Riders,7,2018
N Rana,1136573,Kolkata Knight Riders,Delhi Daredevils,59,2018
R Tewatia,1136573,Delhi Daredevils,Kolkata Knight Riders,1,2018
RR Pant,1136573,Delhi Daredevils,Kolkata Knight Riders,43,2018
RV Uthappa,1136573,Kolkata Knight Riders,Delhi Daredevils,35,2018
S Nadeem,1136573,Delhi Daredevils,Kolkata Knight Riders,6,2018
SP Narine,1136573,Kolkata Knight Riders,Delhi Daredevils,1,2018
SS Iyer,1136573,Delhi Daredevils,Kolkata Knight Riders,4,2018
Shubman Gill,1136573,Kolkata Knight Riders,Delhi Daredevils,6,2018
TK Curran,1136573,Kolkata Knight Riders,Delhi Daredevils,2,2018
V Shankar,1136573,Delhi Daredevils,Kolkata Knight Riders,2,2018
AB de Villiers,1136574,Royal Challengers Bangalore,Mumbai Indians,1,2018
CR Woakes,1136574,Royal Challengers Bangalore,Mumbai Indians,11,2018
E Lewis,1136574,Mumbai Indians,Royal Challengers Bangalore,65,2018
HH Pandya,1136574,Mumbai Indians,Royal Challengers Bangalore,17,2018
KA Pollard,1136574,Mumbai Indians,Royal Challengers Bangalore,5,2018
KH Pandya,1136574,Mumbai Indians,Royal Challengers Bangalore,15,2018
Mandeep Singh,1136574,Royal Challengers Bangalore,Mumbai Indians,16,2018
Mohammed Siraj,1136574,Royal Challengers Bangalore,Mumbai Indians,8,2018
Q de Kock,1136574,Royal Challengers Bangalore,Mumbai Indians,19,2018
RG Sharma,1136574,Mumbai Indians,Royal Challengers Bangalore,94,2018
SN Khan,1136574,Royal Challengers Bangalore,Mumbai Indians,5,2018
UT Yadav,1136574,Royal Challengers Bangalore,Mumbai Indians,1,2018
V Kohli,1136574,Royal Challengers Bangalore,Mumbai Indians,92,2018
Washington Sundar,1136574,Royal Challengers Bangalore,Mumbai Indians,7,2018
AM Rahane,1136575,Rajasthan Royals,Kolkata Knight Riders,36,2018
BA Stokes,1136575,Rajasthan Royals,Kolkata Knight Riders,14,2018
DJM Short,1136575,Rajasthan Royals,Kolkata Knight Riders,44,2018
DS Kulkarni,1136575,Rajasthan Royals,Kolkata Knight Riders,3,2018
JC Buttler,1136575,Rajasthan Royals,Kolkata Knight Riders,24,2018
K Gowtham,1136575,Rajasthan Royals,Kolkata Knight Riders,12,2018
KD Karthik,1136575,Kolkata Knight Riders,Rajasthan Royals,42,2018
N Rana,1136575,Kolkata Knight Riders,Rajasthan Royals,35,2018
RA Tripathi,1136575,Rajasthan Royals,Kolkata Knight Riders,15,2018
RV Uthappa,1136575,Kolkata Knight Riders,Rajasthan Royals,48,2018
SP Narine,1136575,Kolkata Knight Riders,Rajasthan Royals,35,2018
SV Samson,1136575,Rajasthan Royals,Kolkata Knight Riders,7,2018
AJ Finch,1136576,Kings XI Punjab,Sunrisers Hyderabad,14,2018
CH Gayle,1136576,Kings XI Punjab,Sunrisers Hyderabad,104,2018
DJ Hooda,1136576,Sunrisers Hyderabad,Kings XI Punjab,5,2018
KK Nair,1136576,Kings XI Punjab,Sunrisers Hyderabad,31,2018
KL Rahul,1136576,Kings XI Punjab,Sunrisers Hyderabad,18,2018
KS Williamson,1136576,Sunrisers Hyderabad,Kings XI Punjab,54,2018
MA Agarwal,1136576,Kings XI Punjab,Sunrisers Hyderabad,18,2018
MK Pandey,1136576,Sunrisers Hyderabad,Kings XI Punjab,57,2018
Shakib Al Hasan,1136576,Sunrisers Hyderabad,Kings XI Punjab,24,2018
WP Saha,1136576,Sunrisers Hyderabad,Kings XI Punjab,6,2018
YK Pathan,1136576,Sunrisers Hyderabad,Kings XI Punjab,19,2018
AM Rahane,1136577,Rajasthan Royals,Chennai Super Kings,16,2018
AT Rayudu,1136577,Chennai Super Kings,Rajasthan Royals,12,2018
BA Stokes,1136577,Rajasthan Royals,Chennai Super Kings,45,2018
DJ Bravo,1136577,Chennai Super Kings,Rajasthan Royals,24,2018
H Klaasen,1136577,Rajasthan Royals,Chennai Super Kings,7,2018
JC Buttler,1136577,Rajasthan Royals,Chennai Super Kings,22,2018
JD Unadkat,1136577,Rajasthan Royals,Chennai Super Kings,16,2018
K Gowtham,1136577,Rajasthan Royals,Chennai Super Kings,1,2018
MS Dhoni,1136577,Chennai Super Kings,Rajasthan Royals,5,2018
RA Jadeja,1136577,Chennai Super Kings,Rajasthan Royals,2,2018
RA Tripathi,1136577,Rajasthan Royals,Chennai Super Kings,5,2018
S Gopal,1136577,Rajasthan Royals,Chennai Super Kings,8,2018
SK Raina,1136577,Chennai Super Kings,Rajasthan Royals,46,2018
SR Watson,1136577,Chennai Super Kings,Rajasthan Royals,106,2018
STR Binny,1136577,Rajasthan Royals,Chennai Super Kings,10,2018
SV Samson,1136577,Rajasthan Royals,Chennai Super Kings,2,2018
SW Billings,1136577,Chennai Super Kings,Rajasthan Royals,3,2018
AD Russell,1136578,Kolkata Knight Riders,Kings XI Punjab,10,2018
CA Lynn,1136578,Kolkata Knight Riders,Kings XI Punjab,74,2018
CH Gayle,1136578,Kings XI Punjab,Kolkata Knight Riders,62,2018
KD Karthik,1136578,Kolkata Knight Riders,Kings XI Punjab,43,2018
KL Rahul,1136578,Kings XI Punjab,Kolkata Knight Riders,60,2018
MA Agarwal,1136578,Kings XI Punjab,Kolkata Knight Riders,2,2018
N Rana,1136578,Kolkata Knight Riders,Kings XI Punjab,3,2018
PP Chawla,1136578,Kolkata Knight Riders,Kings XI Punjab,2,2018
RV Uthappa,1136578,Kolkata Knight Riders,Kings XI Punjab,34,2018
SP Narine,1136578,Kolkata Knight Riders,Kings XI Punjab,1,2018
Shubman Gill,1136578,Kolkata Knight Riders,Kings XI Punjab,14,2018
TK Curran,1136578,Kolkata Knight Riders,Kings XI Punjab,1,2018
AB de Villiers,1136579,Royal Challengers Bangalore,Delhi Daredevils,90,2018
CJ Anderson,1136579,Royal Challengers Bangalore,Delhi Daredevils,15,2018
G Gambhir,1136579,Delhi Daredevils,Royal Challengers Bangalore,3,2018
GJ Maxwell,1136579,Delhi Daredevils,Royal Challengers Bangalore,4,2018
JJ Roy,1136579,Delhi Daredevils,Royal Challengers Bangalore,5,2018
M Vohra,1136579,Royal Challengers Bangalore,Delhi Daredevils,2,2018
Mandeep Singh,1136579,Royal Challengers Bangalore,Delhi Daredevils,17,2018
Q de Kock,1136579,Royal Challengers Bangalore,Delhi Daredevils,18,2018
R Tewatia,1136579,Delhi Daredevils,Royal Challengers Bangalore,13,2018
RR Pant,1136579,Delhi Daredevils,Royal Challengers Bangalore,85,2018
SS Iyer,1136579,Delhi Daredevils,Royal Challengers Bangalore,52,2018
V Kohli,1136579,Royal Challengers Bangalore,Delhi Daredevils,30,2018
AT Rayudu,1136580,Chennai Super Kings,Sunrisers Hyderabad,79,2018
DJ Hooda,1136580,Sunrisers Hyderabad,Chennai Super Kings,1,2018
F du Plessis,1136580,Chennai Super Kings,Sunrisers Hyderabad,11,2018
KS Williamson,1136580,Sunrisers Hyderabad,Chennai Super Kings,84,2018
MS Dhoni,1136580,Chennai Super Kings,Sunrisers Hyderabad,25,2018
Rashid Khan,1136580,Sunrisers Hyderabad,Chennai Super Kings,17,2018
SK Raina,1136580,Chennai Super Kings,Sunrisers Hyderabad,54,2018
SR Watson,1136580,Chennai Super Kings,Sunrisers Hyderabad,9,2018
Shakib Al Hasan,1136580,Sunrisers Hyderabad,Chennai Super Kings,24,2018
WP Saha,1136580,Sunrisers Hyderabad,Chennai Super Kings,5,2018
YK Pathan,1136580,Sunrisers Hyderabad,Chennai Super Kings,45,2018
AM Rahane,1136581,Rajasthan Royals,Mumbai Indians,14,2018
BA Stokes,1136581,Rajasthan Royals,Mumbai Indians,40,2018
HH Pandya,1136581,Mumbai Indians,Rajasthan Royals,4,2018
Ishan Kishan,1136581,Mumbai Indians,Rajasthan Royals,58,2018
JC Archer,1136581,Rajasthan Royals,Mumbai Indians,8,2018
JC Buttler,1136581,Rajasthan Royals,Mumbai Indians,6,2018
K Gowtham,1136581,Rajasthan Royals,Mumbai Indians,33,2018
KA Pollard,1136581,Mumbai Indians,Rajasthan Royals,21,2018
KH Pandya,1136581,Mumbai Indians,Rajasthan Royals,7,2018
RA Tripathi,1136581,Rajasthan Royals,Mumbai Indians,9,2018
SA Yadav,1136581,Mumbai Indians,Rajasthan Royals,72,2018
SV Samson,1136581,Rajasthan Royals,Mumbai Indians,52,2018
A Mishra,1136582,Delhi Daredevils,Kings XI Punjab,1,2018
AJ Finch,1136582,Kings XI Punjab,Delhi Daredevils,2,2018
AJ Tye,1136582,Kings XI Punjab,Delhi Daredevils,3,2018
DA Miller,1136582,Kings XI Punjab,Delhi Daredevils,26,2018
DT Christian,1136582,Delhi Daredevils,Kings XI Punjab,6,2018
G Gambhir,1136582,Delhi Daredevils,Kings XI Punjab,4,2018
GJ Maxwell,1136582,Delhi Daredevils,Kings XI Punjab,12,2018
KK Nair,1136582,Kings XI Punjab,Delhi Daredevils,34,2018
KL Rahul,1136582,Kings XI Punjab,Delhi Daredevils,23,2018
MA Agarwal,1136582,Kings XI Punjab,Delhi Daredevils,21,2018
PP Shaw,1136582,Delhi Daredevils,Kings XI Punjab,22,2018
R Ashwin,1136582,Kings XI Punjab,Delhi Daredevils,6,2018
R Tewatia,1136582,Delhi Daredevils,Kings XI Punjab,24,2018
RR Pant,1136582,Delhi Daredevils,Kings XI Punjab,4,2018
SS Iyer,1136582,Delhi Daredevils,Kings XI Punjab,57,2018
Yuvraj Singh,1136582,Kings XI Punjab,Delhi Daredevils,14,2018
Basil Thampi,1136583,Sunrisers Hyderabad,Mumbai Indians,3,2018
E Lewis,1136583,Mumbai Indians,Sunrisers Hyderabad,5,2018
HH Pandya,1136583,Mumbai Indians,Sunrisers Hyderabad,3,2018
JJ Bumrah,1136583,Mumbai Indians,Sunrisers Hyderabad,6,2018
KA Pollard,1136583,Mumbai Indians,Sunrisers Hyderabad,9,2018
KH Pandya,1136583,Mumbai Indians,Sunrisers Hyderabad,24,2018
KS Williamson,1136583,Sunrisers Hyderabad,Mumbai Indians,29,2018
M Markande,1136583,Mumbai Indians,Sunrisers Hyderabad,1,2018
MK Pandey,1136583,Sunrisers Hyderabad,Mumbai Indians,16,2018
Mohammad Nabi,1136583,Sunrisers Hyderabad,Mumbai Indians,14,2018
Mustafizur Rahman,1136583,Mumbai Indians,Sunrisers Hyderabad,1,2018
RG Sharma,1136583,Mumbai Indians,Sunrisers Hyderabad,2,2018
Rashid Khan,1136583,Sunrisers Hyderabad,Mumbai Indians,6,2018
S Dhawan,1136583,Sunrisers Hyderabad,Mumbai Indians,5,2018
S Kaul,1136583,Sunrisers Hyderabad,Mumbai Indians,2,2018
SA Yadav,1136583,Mumbai Indians,Sunrisers Hyderabad,34,2018
Shakib Al Hasan,1136583,Sunrisers Hyderabad,Mumbai Indians,2,2018
YK Pathan,1136583,Sunrisers Hyderabad,Mumbai Indians,29,2018
AB de Villiers,1136584,Royal Challengers Bangalore,Chennai Super Kings,68,2018
AT Rayudu,1136584,Chennai Super Kings,Royal Challengers Bangalore,82,2018
C de Grandhomme,1136584,Royal Challengers Bangalore,Chennai Super Kings,11,2018
CJ Anderson,1136584,Royal Challengers Bangalore,Chennai Super Kings,2,2018
DJ Bravo,1136584,Chennai Super Kings,Royal Challengers Bangalore,14,2018
MS Dhoni,1136584,Chennai Super Kings,Royal Challengers Bangalore,70,2018
Mandeep Singh,1136584,Royal Challengers Bangalore,Chennai Super Kings,32,2018
Q de Kock,1136584,Royal Challengers Bangalore,Chennai Super Kings,53,2018
RA Jadeja,1136584,Chennai Super Kings,Royal Challengers Bangalore,3,2018
SK Raina,1136584,Chennai Super Kings,Royal Challengers Bangalore,11,2018
SR Watson,1136584,Chennai Super Kings,Royal Challengers Bangalore,7,2018
SW Billings,1136584,Chennai Super Kings,Royal Challengers Bangalore,9,2018
V Kohli,1136584,Royal Challengers Bangalore,Chennai Super Kings,18,2018
Washington Sundar,1136584,Royal Challengers Bangalore,Chennai Super Kings,13,2018
AJ Finch,1136585,Kings XI Punjab,Sunrisers Hyderabad,8,2018
AJ Tye,1136585,Kings XI Punjab,Sunrisers Hyderabad,4,2018
AS Rajpoot,1136585,Kings XI Punjab,Sunrisers Hyderabad,8,2018
BB Sran,1136585,Kings XI Punjab,Sunrisers Hyderabad,2,2018
CH Gayle,1136585,Kings XI Punjab,Sunrisers Hyderabad,23,2018
KK Nair,1136585,Kings XI Punjab,Sunrisers Hyderabad,13,2018
KL Rahul,1136585,Kings XI Punjab,Sunrisers Hyderabad,32,2018
MA Agarwal,1136585,Kings XI Punjab,Sunrisers Hyderabad,12,2018
MK Pandey,1136585,Sunrisers Hyderabad,Kings XI Punjab,54,2018
MK Tiwary,1136585,Kings XI Punjab,Sunrisers Hyderabad,1,2018
Mohammad Nabi,1136585,Sunrisers Hyderabad,Kings XI Punjab,4,2018
Mujeeb Ur Rahman,1136585,Kings XI Punjab,Sunrisers Hyderabad,10,2018
R Ashwin,1136585,Kings XI Punjab,Sunrisers Hyderabad,4,2018
S Dhawan,1136585,Sunrisers Hyderabad,Kings XI Punjab,11,2018
Shakib Al Hasan,1136585,Sunrisers Hyderabad,Kings XI Punjab,28,2018
WP Saha,1136585,Sunrisers Hyderabad,Kings XI Punjab,6,2018
YK Pathan,1136585,Sunrisers Hyderabad,Kings XI Punjab,21,2018
AD Russell,1136586,Kolkata Knight Riders,Delhi Daredevils,44,2018
C Munro,1136586,Delhi Daredevils,Kolkata Knight Riders,33,2018
CA Lynn,1136586,Kolkata Knight Riders,Delhi Daredevils,5,2018
GJ Maxwell,1136586,Delhi Daredevils,Kolkata Knight Riders,27,2018
KD Karthik,1136586,Kolkata Knight Riders,Delhi Daredevils,18,2018
Kuldeep Yadav,1136586,Kolkata Knight Riders,Delhi Daredevils,7,2018
MG Johnson,1136586,Kolkata Knight Riders,Delhi Daredevils,12,2018
N Rana,1136586,Kolkata Knight Riders,Delhi Daredevils,8,2018
PP Chawla,1136586,Kolkata Knight Riders,Delhi Daredevils,2,2018
PP Shaw,1136586,Delhi Daredevils,Kolkata Knight Riders,62,2018
RV Uthappa,1136586,Kolkata Knight Riders,Delhi Daredevils,1,2018
SP Narine,1136586,Kolkata Knight Riders,Delhi Daredevils,26,2018
SS Iyer,1136586,Delhi Daredevils,Kolkata Knight Riders,93,2018
Shubman Gill,1136586,Kolkata Knight Riders,Delhi Daredevils,37,2018
AT Rayudu,1136587,Chennai Super Kings,Mumbai Indians,46,2018
E Lewis,1136587,Mumbai Indians,Chennai Super Kings,47,2018
HH Pandya,1136587,Mumbai Indians,Chennai Super Kings,13,2018
MS Dhoni,1136587,Chennai Super Kings,Mumbai Indians,26,2018
RG Sharma,1136587,Mumbai Indians,Chennai Super Kings,56,2018
SA Yadav,1136587,Mumbai Indians,Chennai Super Kings,44,2018
SK Raina,1136587,Chennai Super Kings,Mumbai Indians,75,2018
SR Watson,1136587,Chennai Super Kings,Mumbai Indians,12,2018
SW Billings,1136587,Chennai Super Kings,Mumbai Indians,3,2018
AD Hales,1136588,Sunrisers Hyderabad,Rajasthan Royals,45,2018
AM Rahane,1136588,Rajasthan Royals,Sunrisers Hyderabad,65,2018
JC Archer,1136588,Rajasthan Royals,Sunrisers Hyderabad,1,2018
JC Buttler,1136588,Rajasthan Royals,Sunrisers Hyderabad,10,2018
K Gowtham,1136588,Rajasthan Royals,Sunrisers Hyderabad,8,2018
KS Williamson,1136588,Sunrisers Hyderabad,Rajasthan Royals,63,2018
MK Lomror,1136588,Rajasthan Royals,Sunrisers Hyderabad,11,2018
MK Pandey,1136588,Sunrisers Hyderabad,Rajasthan Royals,16,2018
RA Tripathi,1136588,Rajasthan Royals,Sunrisers Hyderabad,4,2018
Rashid Khan,1136588,Sunrisers Hyderabad,Rajasthan Royals,1,2018
S Dhawan,1136588,Sunrisers Hyderabad,Rajasthan Royals,6,2018
SV Samson,1136588,Rajasthan Royals,Sunrisers Hyderabad,40,2018
Shakib Al Hasan,1136588,Sunrisers Hyderabad,Rajasthan Royals,6,2018
WP Saha,1136588,Sunrisers Hyderabad,Rajasthan Royals,11,2018
YK Pathan,1136588,Sunrisers Hyderabad,Rajasthan Royals,2,2018
BB McCullum,1136589,Royal Challengers Bangalore,Kolkata Knight Riders,38,2018
C de Grandhomme,1136589,Royal Challengers Bangalore,Kolkata Knight Riders,11,2018
CA Lynn,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,62,2018
KD Karthik,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,23,2018
Mandeep Singh,1136589,Royal Challengers Bangalore,Kolkata Knight Riders,19,2018
N Rana,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,15,2018
Q de Kock,1136589,Royal Challengers Bangalore,Kolkata Knight Riders,29,2018
RV Uthappa,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,36,2018
SP Narine,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,27,2018
Shubman Gill,1136589,Kolkata Knight Riders,Royal Challengers Bangalore,5,2018
V Kohli,1136589,Royal Challengers Bangalore,Kolkata Knight Riders,68,2018
AT Rayudu,1136590,Chennai Super Kings,Delhi Daredevils,41,2018
C Munro,1136590,Delhi Daredevils,Chennai Super Kings,26,2018
F du Plessis,1136590,Chennai Super Kings,Delhi Daredevils,33,2018
GJ Maxwell,1136590,Delhi Daredevils,Chennai Super Kings,6,2018
MS Dhoni,1136590,Chennai Super Kings,Delhi Daredevils,51,2018
PP Shaw,1136590,Delhi Daredevils,Chennai Super Kings,9,2018
R Tewatia,1136590,Delhi Daredevils,Chennai Super Kings,3,2018
RR Pant,1136590,Delhi Daredevils,Chennai Super Kings,79,2018
SK Raina,1136590,Chennai Super Kings,Delhi Daredevils,1,2018
SR Watson,1136590,Chennai Super Kings,Delhi Daredevils,78,2018
SS Iyer,1136590,Delhi Daredevils,Chennai Super Kings,13,2018
V Shankar,1136590,Delhi Daredevils,Chennai Super Kings,54,2018
BB McCullum,1136591,Royal Challengers Bangalore,Mumbai Indians,37,2018
BCJ Cutting,1136591,Mumbai Indians,Royal Challengers Bangalore,12,2018
C de Grandhomme,1136591,Royal Challengers Bangalore,Mumbai Indians,23,2018
HH Pandya,1136591,Mumbai Indians,Royal Challengers Bangalore,50,2018
JP Duminy,1136591,Mumbai Indians,Royal Challengers Bangalore,23,2018
KA Pollard,1136591,Mumbai Indians,Royal Challengers Bangalore,13,2018
KH Pandya,1136591,Mumbai Indians,Royal Challengers Bangalore,23,2018
M Vohra,1136591,Royal Challengers Bangalore,Mumbai Indians,45,2018
Mandeep Singh,1136591,Royal Challengers Bangalore,Mumbai Indians,14,2018
Q de Kock,1136591,Royal Challengers Bangalore,Mumbai Indians,7,2018
SA Yadav,1136591,Mumbai Indians,Royal Challengers Bangalore,9,2018
TG Southee,1136591,Royal Challengers Bangalore,Mumbai Indians,1,2018
UT Yadav,1136591,Royal Challengers Bangalore,Mumbai Indians,1,2018
V Kohli,1136591,Royal Challengers Bangalore,Mumbai Indians,32,2018
Washington Sundar,1136591,Royal Challengers Bangalore,Mumbai Indians,1,2018
BA Stokes,1136592,Rajasthan Royals,Delhi Daredevils,1,2018
DJM Short,1136592,Rajasthan Royals,Delhi Daredevils,44,2018
GJ Maxwell,1136592,Delhi Daredevils,Rajasthan Royals,5,2018
JC Buttler,1136592,Rajasthan Royals,Delhi Daredevils,67,2018
K Gowtham,1136592,Rajasthan Royals,Delhi Daredevils,18,2018
LE Plunkett,1136592,Delhi Daredevils,Rajasthan Royals,1,2018
PP Shaw,1136592,Delhi Daredevils,Rajasthan Royals,47,2018
RA Tripathi,1136592,Rajasthan Royals,Delhi Daredevils,9,2018
RR Pant,1136592,Delhi Daredevils,Rajasthan Royals,69,2018
SS Iyer,1136592,Delhi Daredevils,Rajasthan Royals,50,2018
SV Samson,1136592,Rajasthan Royals,Delhi Daredevils,3,2018
V Shankar,1136592,Delhi Daredevils,Rajasthan Royals,17,2018
AT Rayudu,1136593,Chennai Super Kings,Kolkata Knight Riders,21,2018
CA Lynn,1136593,Kolkata Knight Riders,Chennai Super Kings,12,2018
F du Plessis,1136593,Chennai Super Kings,Kolkata Knight Riders,27,2018
KD Karthik,1136593,Kolkata Knight Riders,Chennai Super Kings,45,2018
MS Dhoni,1136593,Chennai Super Kings,Kolkata Knight Riders,43,2018
RA Jadeja,1136593,Chennai Super Kings,Kolkata Knight Riders,12,2018
RK Singh,1136593,Kolkata Knight Riders,Chennai Super Kings,16,2018
RV Uthappa,1136593,Kolkata Knight Riders,Chennai Super Kings,6,2018
SK Raina,1136593,Chennai Super Kings,Kolkata Knight Riders,31,2018
SP Narine,1136593,Kolkata Knight Riders,Chennai Super Kings,32,2018
SR Watson,1136593,Chennai Super Kings,Kolkata Knight Riders,36,2018
Shubman Gill,1136593,Kolkata Knight Riders,Chennai Super Kings,57,2018
AR Patel,1136594,Kings XI Punjab,Mumbai Indians,13,2018
CH Gayle,1136594,Kings XI Punjab,Mumbai Indians,50,2018
E Lewis,1136594,Mumbai Indians,Kings XI Punjab,10,2018
HH Pandya,1136594,Mumbai Indians,Kings XI Punjab,23,2018
Ishan Kishan,1136594,Mumbai Indians,Kings XI Punjab,25,2018
KH Pandya,1136594,Mumbai Indians,Kings XI Punjab,31,2018
KK Nair,1136594,Kings XI Punjab,Mumbai Indians,23,2018
KL Rahul,1136594,Kings XI Punjab,Mumbai Indians,24,2018
MA Agarwal,1136594,Kings XI Punjab,Mumbai Indians,11,2018
MP Stoinis,1136594,Kings XI Punjab,Mumbai Indians,29,2018
RG Sharma,1136594,Mumbai Indians,Kings XI Punjab,24,2018
SA Yadav,1136594,Mumbai Indians,Kings XI Punjab,57,2018
Yuvraj Singh,1136594,Kings XI Punjab,Mumbai Indians,14,2018
AB de Villiers,1136595,Royal Challengers Bangalore,Chennai Super Kings,1,2018
AT Rayudu,1136595,Chennai Super Kings,Royal Challengers Bangalore,32,2018
BB McCullum,1136595,Royal Challengers Bangalore,Chennai Super Kings,5,2018
C de Grandhomme,1136595,Royal Challengers Bangalore,Chennai Super Kings,8,2018
DJ Bravo,1136595,Chennai Super Kings,Royal Challengers Bangalore,14,2018
DR Shorey,1136595,Chennai Super Kings,Royal Challengers Bangalore,8,2018
M Ashwin,1136595,Royal Challengers Bangalore,Chennai Super Kings,1,2018
MS Dhoni,1136595,Chennai Super Kings,Royal Challengers Bangalore,31,2018
